No.,Lat,Lon,Radius
1,13.89488450,100.77820480,30.000000
2,13.89538440,100.77733580,30.000000
3,13.89598850,100.77746450,30.000000
4,13.89709760,100.77712120,30.000000
5,13.89695180,100.77744840,30.000000
6,13.89787870,100.77760930,30.000000
7,13.89755070,100.77818870,30.000000
8,13.89719660,100.77809750,30.000000
9,13.89665500,100.77814040,30.000000
10,13.89617590,100.77704610,30.000000
